ID,Modelo,Ano,Concessionaria,Preco,Combustivel,Cor
6a15954a097df1b5d4fb6207,ONIX HATCH PREMIER TURBO AT (R7R),25/26,GM BREGAMAR - BARP.BREGAMAR,119990,Flex,PRETO OURO NEGRO
6a15954c097df1b5d4fb620a,ONIX HATCH LT TURBO AT (RFO),25/26,GM SANTA CLARA - STOLL.SANTA CLARA,119990,Flex,VERMELHO SCARLET
6a15954d097df1b5d4fb620d,ONIX HATCH LT TURBO AT (RFO),25/26,GM SANTA CLARA - RONALDO.CLARA,120990,Flex,VERMELHO SCARLET
6a15954e097df1b5d4fb620f,ONIX HATCH LT TURBO AT (RFO),25/26,GM SANTA CLARA - RONALDO.CLARA,120990,Flex,CINZA DRAKE
6a15954f097df1b5d4fb6210,ONIX HATCH LT TURBO AT (RFO),25/25,GM SANTA CLARA - RONALDO.CLARA,120990,Flex,AZUL BOREAL
6a159550097df1b5d4fb6211,ONIX HATCH LT TURBO AT (RFO),25/26,GM SANTA CLARA - RONALDO.CLARA,120990,Flex,PRATA SHARK
6a159550097df1b5d4fb6212,ONIX HATCH LT TURBO AT (RFO),25/26,GM SANTA CLARA - RONALDO.CLARA,120990,Flex,BRANCO SUMMIT
6a159551097df1b5d4fb6213,ONIX HATCH LT TURBO AT (RFO),25/26,GM SANTA CLARA - RONALDO.CLARA,120990,Flex,BRANCO SUMMIT
6a159551097df1b5d4fb6214,ONIX HATCH LT TURBO AT (RFO),25/26,GM SANTA CLARA - RONALDO.CLARA,120990,Flex,BRANCO SUMMIT
6a159552097df1b5d4fb6215,ONIX HATCH LT TURBO AT (RFO),25/26,GM SANTA CLARA - RONALDO.CLARA,120990,Flex,PRETO OURO NEGRO
6a159554097df1b5d4fb621a,ONIX SEDAN PLUS AT TURBO (R8D),26/26,GM SANTA CLARA - STOLL.SANTA CLARA,121190,Flex,AZUL BOREAL
6a15955a097df1b5d4fb6225,ONIX SEDAN PLUS AT TURBO (R8D),26/26,GM SANTA CLARA - STOLL.SANTA CLARA,122890,Flex,PRETO OURO NEGRO
6a15955b097df1b5d4fb6226,ONIX SEDAN PLUS AT TURBO (R8D),26/26,GM SANTA CLARA - STOLL.SANTA CLARA,122890,Flex,PRETO OURO NEGRO
6a15955c097df1b5d4fb6228,GEELY EX2 PRÓ SIP 95CV (ELETRICO),26/26,GEELY GLOBO - BRAYAN.GEELY,123800,Elétrico,PRATA
6a15955c097df1b5d4fb6229,GEELY EX2 PRÓ SIP 95CV (ELETRICO),26/26,GEELY GLOBO - BRAYAN.GEELY,123800,Elétrico,BRANCO
6a15955e097df1b5d4fb622c,TRACKER RS TURBO AT (RGL),24/25,GM SANTA CLARA - RONALDO.CLARA,126190,Flex,PRETO OURO NEGRO
6a15955e097df1b5d4fb622d,ONIX HATCH LTZ TURBO AT (RGL),26/26,GM SANTA CLARA - RONALDO.CLARA,126190,Flex,PRATA SHARK
6a15955f097df1b5d4fb622e,ONIX HATCH LTZ TURBO AT (RGL),25/26,GM SANTA CLARA - RONALDO.CLARA,126190,Flex,BRANCO SUMMIT
6a15955f097df1b5d4fb622f,ONIX HATCH LTZ TURBO AT (RGL),25/26,GM SANTA CLARA - RONALDO.CLARA,126190,Flex,PRETO OURO NEGRO
6a159560097df1b5d4fb6230,ONIX SEDAN PLUS LT TURBO AT (R8H),25/26,GM SANTA CLARA - RONALDO.CLARA,126390,Flex,AZUL BOREAL
6a159560097df1b5d4fb6231,ONIX SEDAN PLUS LT TURBO AT (R8H),25/26,GM SANTA CLARA - RONALDO.CLARA,126390,Flex,VERMELHO SCARLET
6a159561097df1b5d4fb6232,ONIX SEDAN PLUS LT TURBO AT (R8H),25/26,GM SANTA CLARA - RONALDO.CLARA,126390,Flex,AZUL BOREAL
6a15956a097df1b5d4fb6244,ONIX SEDAN PLUS LTZ TURBO AT (PRB),25/25,GM SANTA CLARA - RONALDO.CLARA,132390,Flex,PRATA SHARK
6a15956b097df1b5d4fb6245,ONIX HATCH PREMIER TURBO AT (R7R),25/26,GM SANTA CLARA - RONALDO.CLARA,132390,Flex,PRETO OURO NEGRO
6a15956b097df1b5d4fb6246,ONIX HATCH PREMIER TURBO AT (R7R),25/26,GM SANTA CLARA - RONALDO.CLARA,132390,Flex,PRETO OURO NEGRO
6a15956c097df1b5d4fb6247,ONIX HATCH PREMIER TURBO AT (R7R),25/26,GM SANTA CLARA - RONALDO.CLARA,132390,Flex,VERMELHO SCARLET
6a15956c097df1b5d4fb6248,ONIX HATCH PREMIER TURBO AT (R7R),25/26,GM SANTA CLARA - RONALDO.CLARA,132390,Flex,PRATA SHARK
6a15956d097df1b5d4fb624a,ONIX HATCH LTZ TURBO AT (RGL),26/26,GM SANTA CLARA - STOLL.SANTA CLARA,134090,Flex,PRATA SHARK
6a1595728ae6ae976fcab6db,SONIC RS TURBO AT (R8D),26/27,CHEVROLET UVEL,136940,Flex,BRANCO
6a1595728ae6ae976fcab6dc,SONIC RS TURBO AT (R8D),26/27,CHEVROLET UVEL,137790,Flex,CINZA
6a1595738ae6ae976fcab6dd,SONIC RS TURBO AT (R8D),26/27,CHEVROLET UVEL,137790,Flex,PRETO
6a1595738ae6ae976fcab6de,SONIC RS TURBO AT (R8D),26/27,GM JUGASA - VALMIR.JUGASA,137790,Flex,VERMELHO
6a1595898ae6ae976fcab708,MONTANA LTZ AT (RFD),26/26,GM SANTA CLARA - RONALDO.CLARA,154990,Flex,PRATA SHARK
6a1595898ae6ae976fcab709,TRACKER LT TURBO AT (R8D),26/26,GM SANTA CLARA - STOLL.SANTA CLARA,155940,Flex,PRATA SHARK
6a15958a8ae6ae976fcab70a,SPARK EUV ACTIV (PEA),26/26,GM SANTA CLARA - STOLL.SANTA CLARA,156660,Elétrico,CINZA REDENTOR
6a15958e8ae6ae976fcab712,MONTANA RS AT (RGE),25/26,GM BREGAMAR - BARP.BREGAMAR,159690,Flex,BRANCO SUMMIT
6a15959d8ae6ae976fcab72f,SPIN PREMIER AT (R6S),25/25,GM SANTA CLARA - RONALDO.CLARA,163990,Flex,BRANCO SUMMIT
6a15959e8ae6ae976fcab731,SPIN PREMIER AT (R7G),26/26,GM SANTA CLARA - STOLL.SANTA CLARA,165840,Flex,PRETO OURO NEGRO
6a1595a28ae6ae976fcab737,SPIN PREMIER AT (R7G),26/27,GM SANTA CLARA - STOLL.SANTA CLARA,167440,Flex,PRATA SHARK
6a1595ac8ae6ae976fcab74c,TRACKER PREMIER TURBO AT (R8I),25/25,GM SANTA CLARA - RONALDO.CLARA,177990,Flex,AZUL ECLIPSE
6a1595b78ae6ae976fcab760,TRACKER PREMIER TURBO AT (R8I),26/26,GM SANTA CLARA - STOLL.SANTA CLARA,179840,Flex,VERMELHO SCARLET
6a1595b78ae6ae976fcab761,TRACKER PREMIER TURBO AT (R8I),26/26,GM SANTA CLARA - STOLL.SANTA CLARA,179840,Flex,VERMELHO SCARLET
6a1595df097df1b5d4fb6267,OMODA E5 EV (ELETRICO),25/26,GRUPO RAMASA - STEFANI.RAMASA,204990,Elétrico,PRETO
6a1596098b92f20b5dd1144c,S10 LTZ AT (R6V),25/26,GM SAGA BURITI - GABRIEL,275990,Diesel,VERMELHO SCARLET
6a15960a8b92f20b5dd1144d,S10 LTZ AT (R6V),25/26,GM SAGA BURITI - GABRIEL,275990,Diesel,VERMELHO SCARLET
6a1596168b92f20b5dd11464,EQUINOX RS AT (PEH),26/26,GM SANTA CLARA - RONALDO.CLARA,291190,Flex,BRANCO QUARTZO
6a1596168b92f20b5dd11465,EQUINOX RS AT (PEH),26/26,GM SANTA CLARA - RONALDO.CLARA,291190,Flex,VERMELHO RADIANT
6a1596178b92f20b5dd11466,EQUINOX ACTIV AT (PEE),26/26,GM SANTA CLARA - RONALDO.CLARA,291190,Flex,PRETO OURO NEGRO
6a1596178b92f20b5dd11467,EQUINOX ACTIV AT (PEE),26/26,GM SANTA CLARA - RONALDO.CLARA,291190,Flex,BRANCO QUARTZO
6a1596188b92f20b5dd11468,S10 HIGHCOUNTRY (R7U),25/26,GM JUGASA - VALMIR.JUGASA,293900,Diesel,BRANCO SUMMIT
6a15961d8b92f20b5dd11472,EQUINOX PREMIER AT (R7N),24/24,GM SANTA CLARA - RONALDO.CLARA,302990,Flex,BRANCO SUMMIT
6a15962b8b92f20b5dd1148d,S10 LTZ AT (R6V),26/27,GM SANTA CLARA - STOLL.SANTA CLARA,334640,Diesel,BRANCO SUMMIT
6a15962d8b92f20b5dd11491,S10 HIGHCOUNTRY (R7U),24/25,GM SANTA CLARA - RONALDO.CLARA,346990,Diesel,CINZA TOPAZIO
6a15963e8b92f20b5dd114b1,TRAILBLAZER HIGHCOUNTRY AT (R6A),24/25,GM SANTA CLARA - RONALDO.CLARA,419990,Diesel,PRETO OURO NEGRO
6a15964b8b92f20b5dd114ca,SPARK EUV ACTIV (PEA),26/26,GM SANTA CLARA - RONALDO.CLARA,503190,Elétrico,AZUL ATLANTICO
6a15964c8b92f20b5dd114cb,SPARK EUV ACTIV (PEA),25/26,GM SANTA CLARA - RONALDO.CLARA,503190,Elétrico,CINZA REDENTOR
6a15c9f99adec92b936539e2,DUCATO MINIBUS 2.2 LUXO 16L (E6),26/26,FIAT BETIOLO - RAFAEL.BETIOLO,384990,Diesel,BRANCO POLAR
6a15e73c7f1e5dfe16c91c98,SONIC PREMIER TURBO AT (R8C),26/27,GM JORLAN - SABRINA.BRA,129990,Flex,PRATA SHARK
6a15e7407f1e5dfe16c91ca0,SONIC PREMIER TURBO AT (R8C),26/27,GM JORLAN - SABRINA.BRA,129990,Flex,BRANCO SUMMIT
6a15e7417f1e5dfe16c91ca1,SONIC PREMIER TURBO AT (R8C),26/27,GM JORLAN - SABRINA.BRA,129990,Flex,PRETO OURO NEGRO
6a15e7417f1e5dfe16c91ca2,SONIC PREMIER TURBO AT (R8C),26/27,GM JORLAN - SABRINA.BRA,129990,Flex,AZUL BOREAL
6a15e7447f1e5dfe16c91ca7,SONIC PREMIER TURBO AT (R8C),26/27,GM AMG - LETICIA.AMG,134990,Flex,AZUL BOREAL
6a15e7457f1e5dfe16c91ca8,SONIC PREMIER TURBO AT (R8C),26/27,GM AMG - LETICIA.AMG,135940,Flex,BRANCO SUMMIT
6a15e7457f1e5dfe16c91ca9,SONIC PREMIER TURBO AT (R8C),26/27,GM AMG - LETICIA.AMG,136790,Flex,CINZA URBANO
6a15e7467f1e5dfe16c91caa,SONIC PREMIER TURBO AT (R8C),26/27,GM AMG - LETICIA.AMG,136790,Flex,PRETO OURO NEGRO
6a17546fe79c7eefd0788407,DOLPHIN MINI GS (ELETRICO),26/27,HONDA DEALER - DAI.DEALER,117000,Elétrico,AZUL
6a19e5df87af7232c9140da6,YUAN PLUS EV (ELETRICO),25/26,BYD BALI,228500,Elétrico,CINZA
6a19e88f15e2ec075f7114be,YUAN PLUS EV (ELETRICO),26/27,BYD BALI,263500,Elétrico,PRETO
6a1d8cee8a4d2bf5c9fd144f,ONIX HATCH MT ASPIRADO (R7J),26/26,GM GMAIS - GISELE.GMAIS,86990,Flex,AZUL BOREAL
6a1d8d1a8a4d2bf5c9fd1450,ONIX HATCH MT ASPIRADO (R7J),26/26,GM GMAIS - GISELE.GMAIS,87800,Flex,BRANCO SUMMIT
6a1d8d43a075083290b4247e,ONIX HATCH MT ASPIRADO (R7J),26/26,GM GMAIS - GISELE.GMAIS,88790,Flex,PRATA SHARK
6a1d8d628a4d2bf5c9fd1451,ONIX HATCH MT ASPIRADO (R7J),26/26,GM GMAIS - GISELE.GMAIS,88790,Flex,PRETO OURO NEGRO
6a1d8de3a075083290b4247f,ONIX SEDAN PLUS PREMIER TURBO AT (R8R),26/26,GM GMAIS - GISELE.GMAIS,127900,Flex,CINZA DRAKE
6a1d94f4e0e8457102a5da0c,MG4 COMFORT AUT. (ELETRICO),26/27,MG MOTORS POTENZA - DOMINIQUE.POTENZA,179600,Elétrico,CINZA
6a1d94f5e0e8457102a5da0d,MG4 COMFORT AUT. (ELETRICO),26/27,MG MOTORS POTENZA - DOMINIQUE.POTENZA,179600,Elétrico,CINZA
6a1d94f5e0e8457102a5da0e,MG4 COMFORT AUT. (ELETRICO),26/27,MG MOTORS POTENZA - DOMINIQUE.POTENZA,179600,Elétrico,CINZA
6a1d94f6e0e8457102a5da0f,MG4 COMFORT AUT. (ELETRICO),26/27,MG MOTORS POTENZA - DOMINIQUE.POTENZA,179600,Elétrico,BRANCO
6a1d94f6e0e8457102a5da10,MG4 COMFORT AUT. (ELETRICO),26/27,MG MOTORS POTENZA - DOMINIQUE.POTENZA,179600,Elétrico,BRANCO
6a1d94f7e0e8457102a5da11,MG4 COMFORT AUT. (ELETRICO),26/27,MG MOTORS POTENZA - DOMINIQUE.POTENZA,179600,Elétrico,PRETO
6a1d94f8e0e8457102a5da12,MG4 COMFORT AUT. (ELETRICO),26/27,MG MOTORS POTENZA - DOMINIQUE.POTENZA,179600,Elétrico,PRETO
6a1d94f8e0e8457102a5da13,MG4 COMFORT AUT. (ELETRICO),26/27,MG MOTORS POTENZA - DOMINIQUE.POTENZA,179600,Elétrico,PRATA
6a1d94f9e0e8457102a5da14,MG4 COMFORT AUT. (ELETRICO),26/27,MG MOTORS POTENZA - DOMINIQUE.POTENZA,179600,Elétrico,PRATA
6a1d94f9e0e8457102a5da15,MG4 LUXURY AUT. (ELETRICO),26/27,MG MOTORS POTENZA - DOMINIQUE.POTENZA,194800,Elétrico,CINZA
6a1d94fae0e8457102a5da16,MG4 LUXURY AUT. (ELETRICO),26/27,MG MOTORS POTENZA - DOMINIQUE.POTENZA,194800,Elétrico,BRANCO
6a1d94fae0e8457102a5da17,MG4 LUXURY AUT. (ELETRICO),26/27,MG MOTORS POTENZA - DOMINIQUE.POTENZA,194800,Elétrico,PRETO
6a1d94fbe0e8457102a5da18,MG4 LUXURY AUT. (ELETRICO),26/27,MG MOTORS POTENZA - DOMINIQUE.POTENZA,194800,Elétrico,PRATA
6a1d94fbe0e8457102a5da19,MG4 XPOWER AUT. (ELETRICO),25/26,MG MOTORS POTENZA - DOMINIQUE.POTENZA,229800,Elétrico,BRANCO
6a1de2f9865d9c5b27bad0b3,GEELY EX5 PRÓ SIP 218CV (ELETRICO),26/26,GEELY JORLAN - RAFAEL.GEELY,215800,Elétrico,CINZA
6a1de8b92bcf7ce2f3f2aebb,GEELY EX5 PRÓ SIP 218CV (ELETRICO),26/26,GEELY JORLAN - PAULO.BRA,225800,Elétrico,PRATA
6a1ed9387ea724ea045fb934,GEELY EX5 PRÓ SIP 218CV (ELETRICO),26/26,GEELY DRSUL - BETO,222413,Elétrico,DIVERSAS
6a1edd5fdc1f1e9f6689a6ed,GEELY EX5 PRÓ SIP 218CV (ELETRICO),26/26,GEELY DRSUL - BETO,212563,Elétrico,DIVERSAS
6a1edda7dc1f1e9f6689a6ee,GEELY EX5 PRÓ SIP 218CV (ELETRICO),26/26,GEELY JORLAN - RAFAEL.GEELY,225800,Elétrico,CINZA
6a1ee2b5a4446667aae11297,CAPTIVA PREMIER EV (PEA),25/26,GM NOVA VEICULOS - GELSON.NOVA,205000,Elétrico,BRANCO LENCOIS
6a1ee308caf104387ab15357,CAPTIVA PREMIER EV (PEA),25/26,GM NOVA VEICULOS - GELSON.NOVA,205000,Elétrico,CINZA DIAMANTINA
6a1f0680acd5d6b64d76306a,DOLPHIN GS (ELETRICO),26/27,BYD BARIGUI - RICARDO.BARIGUI,149990,Elétrico,BRANCO
6a1f0680acd5d6b64d76306b,DOLPHIN GS (ELETRICO),26/27,BYD BARIGUI - RICARDO.BARIGUI,149990,Elétrico,PRETO
6a1f0681acd5d6b64d76306c,DOLPHIN GS (ELETRICO),26/27,BYD BARIGUI - RICARDO.BARIGUI,149990,Elétrico,AZUL
6a1f25c791a0359375258503,LANDROVER RANGE R. SPORT AUTOBIO. P550E AUT. (HÍB.),25/25,LAND ROVER URCA PRIME - DEBORA.URCAPRIME,1160000,Híbrido,PRETO
6a1f264b51708ed98f368f55,LANDROVER RANGE R. SPORT AUTOBIO. P550E AUT. (HÍB.),25/26,LAND ROVER URCA PRIME - FERNANDO.URCAPRIME,1240000,Híbrido,PRETO
6a1f26e8b910312100acc5d1,LANDROVER RANGE R. SPORT AUTOBIO. P550E AUT. (HÍB.),25/25,LAND ROVER URCA PRIME - FERNANDA.URCAPRIME,1150000,Híbrido,CINZA BORASCO
6a1f270791a0359375258504,LANDROVER RANGE R. SPORT AUTOBIO. P550E AUT. (HÍB.),25/25,LAND ROVER URCA PRIME - FERNANDA.URCAPRIME,1150000,Híbrido,PRETO
6a1f28744b2eade288ce794c,LANDROVER RANGE R. SPORT AUTOBIO. P550E AUT. (HÍB.),25/25,LAND ROVER MAGGI - RICHARD.MAGGI,1150000,Híbrido,CINZA BORASCO
6a1f291b8b9b534c03e95379,LANDROVER RANGE R. SPORT AUTOBIO. P550E AUT. (HÍB.),25/26,LAND ROVER TOP CAR - RAFAELA.TOPCAR,1280000,Híbrido,CINZA BORASCO
6a1f2948f2b0e2e2f74115a5,LANDROVER RANGE R. SPORT AUTOBIO. P550E AUT. (HÍB.),25/26,LAND ROVER TOP CAR - RAFAELA.TOPCAR,1280000,Híbrido,BRANCO
6a22f52195962d56f97dc405,LANDROVER SPORT AUTOBIO. 3.0 GAS. (HÍB.),25/25,LAN ROVER MAGGI - MICHELE.MAGGI,1200000,Híbrido,BRANCO
6a22f5d058db85390e6f1d28,LANDROVER RANGE R. SPORT AUTOBIO. P550E AUT. (HÍB.),25/25,LAN ROVER MAGGI - MICHELE.MAGGI,1185000,Híbrido,PRETO
6a26b2be8417a3ae4f09c5a9,EVITARA AWD (ELETRICO),26/26,SUZUKI DE CASTRO - RENATA.DECASTRO,259990,Elétrico,PRATA
6a27ff8b762f6ec20bb26bd7,GEELY EX5 MAX SIP 218CV (ELETRICO),26/26,GEELY JORLAN - RAFAEL.GEELY,225800,Elétrico,DIVERSAS
6a27ffc5762f6ec20bb26bd8,GEELY EX5 PRÓ SIP 218CV (ELETRICO),26/26,GEELY JORLAN - RAFAEL.GEELY,195800,Elétrico,DIVERSAS
6a2811b287042ef6aff00ad9,DOLPHIN MINI GL (ELETRICO),26/27,GRUPO CARBEL - THIAGO.CARBEL,106691,Elétrico,AMARELO
6a2811b387042ef6aff00ada,DOLPHIN MINI GL (ELETRICO),26/27,GRUPO CARBEL - THIAGO.CARBEL,106691,Elétrico,AZUL
6a2811b387042ef6aff00adb,DOLPHIN MINI GL (ELETRICO),26/27,GRUPO CARBEL - THIAGO.CARBEL,106691,Elétrico,BRANCO
6a2811b487042ef6aff00adc,DOLPHIN MINI GL (ELETRICO),26/27,GRUPO CARBEL - THIAGO.CARBEL,106691,Elétrico,PRETO
6a2811b487042ef6aff00add,DOLPHIN MINI GS (ELETRICO),26/27,GRUPO CARBEL - THIAGO.CARBEL,116990,Elétrico,AMARELO
6a2811b587042ef6aff00ade,DOLPHIN MINI GS (ELETRICO),26/27,GRUPO CARBEL - THIAGO.CARBEL,116990,Elétrico,AZUL
6a2811b587042ef6aff00adf,DOLPHIN MINI GS (ELETRICO),26/27,GRUPO CARBEL - THIAGO.CARBEL,116990,Elétrico,BRANCO
6a2811b687042ef6aff00ae0,DOLPHIN MINI GS (ELETRICO),26/27,GRUPO CARBEL - THIAGO.CARBEL,116990,Elétrico,PRETO
6a2811b687042ef6aff00ae1,DOLPHIN GS (ELETRICO),26/27,GRUPO CARBEL - THIAGO.CARBEL,146240,Elétrico,BRANCO
6a2811b787042ef6aff00ae2,DOLPHIN GS (ELETRICO),26/27,GRUPO CARBEL - THIAGO.CARBEL,146240,Elétrico,CINZA
6a2811b787042ef6aff00ae3,DOLPHIN GS (ELETRICO),26/27,GRUPO CARBEL - THIAGO.CARBEL,146240,Elétrico,PRETO
6a2811b887042ef6aff00ae4,DOLPHIN SE (ELETRICO),26/27,GRUPO CARBEL - THIAGO.CARBEL,155990,Elétrico,AZUL
6a2811b987042ef6aff00ae5,DOLPHIN SE (ELETRICO),26/27,GRUPO CARBEL - THIAGO.CARBEL,155990,Elétrico,BRANCO
6a2811b987042ef6aff00ae6,DOLPHIN SE (ELETRICO),26/27,GRUPO CARBEL - THIAGO.CARBEL,155990,Elétrico,CINZA
6a2811ba87042ef6aff00ae7,DOLPHIN SE (ELETRICO),26/27,GRUPO CARBEL - THIAGO.CARBEL,155990,Elétrico,PRETO
6a2811ba87042ef6aff00ae8,SEAL (ELETRICO),26/27,GRUPO CARBEL - THIAGO.CARBEL,292490,Elétrico,AZUL
6a2811bb87042ef6aff00ae9,SEAL (ELETRICO),26/27,GRUPO CARBEL - THIAGO.CARBEL,292490,Elétrico,BRANCO
6a2811bb87042ef6aff00aea,SEAL (ELETRICO),26/27,GRUPO CARBEL - THIAGO.CARBEL,292490,Elétrico,CINZA CELESTIAL
6a2811bc87042ef6aff00aeb,SEAL (ELETRICO),26/27,GRUPO CARBEL - THIAGO.CARBEL,292490,Elétrico,CINZA
6a2811bc87042ef6aff00aec,SEAL (ELETRICO),26/27,GRUPO CARBEL - THIAGO.CARBEL,292490,Elétrico,PRATA
6a2811bd87042ef6aff00aed,SEAL (ELETRICO),26/27,GRUPO CARBEL - THIAGO.CARBEL,292490,Elétrico,VERDE
6a2811bd87042ef6aff00aee,SEALION 7 (ELETRICO),26/27,GRUPO CARBEL - THIAGO.CARBEL,331490,Elétrico,BRANCO BRIGHT
6a2811be87042ef6aff00aef,SEALION 7 (ELETRICO),26/27,GRUPO CARBEL - THIAGO.CARBEL,331490,Elétrico,CINZA ROSEMARY
6a2811be87042ef6aff00af0,SEALION 7 (ELETRICO),26/27,GRUPO CARBEL - THIAGO.CARBEL,331490,Elétrico,PRETO OBSIDIAN
6a2811bf87042ef6aff00af1,YUAN PRO (ELETRICO),25/26,GRUPO CARBEL - THIAGO.CARBEL,178415,Elétrico,AZUL
6a2811bf87042ef6aff00af2,YUAN PRO (ELETRICO),25/26,GRUPO CARBEL - THIAGO.CARBEL,178415,Elétrico,BRANCO
6a2811c087042ef6aff00af3,YUAN PRO (ELETRICO),25/26,GRUPO CARBEL - THIAGO.CARBEL,178415,Elétrico,CINZA
6a2811c087042ef6aff00af4,YUAN PRO (ELETRICO),25/26,GRUPO CARBEL - THIAGO.CARBEL,178415,Elétrico,VERDE
6a2811c187042ef6aff00af5,YUAN PLUS EV (ELETRICO),26/27,GRUPO CARBEL - THIAGO.CARBEL,263240,Elétrico,BRANCO
6a2811c187042ef6aff00af6,YUAN PLUS EV (ELETRICO),26/27,GRUPO CARBEL - THIAGO.CARBEL,263240,Elétrico,CINZA
6a2811c287042ef6aff00af7,YUAN PLUS EV (ELETRICO),26/27,GRUPO CARBEL - THIAGO.CARBEL,263240,Elétrico,PRETO
6a2813c481c43aaced224c38,LEAPMOTORS B10 H-HI AUT. (ELETRICO),26/27,VW CARBEL - ARTHUR.CARBEL,165075,Elétrico,BRANCO
6a2813c481c43aaced224c39,LEAPMOTORS B10 H-HI AUT. (ELETRICO),26/27,VW CARBEL - ARTHUR.CARBEL,165075,Elétrico,CINZA
6a2813c581c43aaced224c3a,LEAPMOTORS B10 H-HI AUT. (ELETRICO),26/27,VW CARBEL - ARTHUR.CARBEL,165075,Elétrico,PRETO
6a2813c681c43aaced224c3b,LEAPMOTORS C10 H-HI AUT. (ELETRICO),26/27,VW CARBEL - ARTHUR.CARBEL,184921,Elétrico,BRANCO
6a2813c681c43aaced224c3c,LEAPMOTORS C10 H-HI AUT. (ELETRICO),26/27,VW CARBEL - ARTHUR.CARBEL,184921,Elétrico,CINZA TUNDRA
6a2813c781c43aaced224c3d,LEAPMOTORS C10 H-HI AUT. (ELETRICO),26/27,VW CARBEL - ARTHUR.CARBEL,184921,Elétrico,CINZA NOTURNO
6a2813c781c43aaced224c3e,LEAPMOTORS C10 H-HI AUT. (ELETRICO),26/27,VW CARBEL - ARTHUR.CARBEL,184921,Elétrico,PRETO ECLIPSE
6a2813c881c43aaced224c3f,LEAPMOTORS C10 H-HI AUT. (ELETRICO),26/27,VW CARBEL - ARTHUR.CARBEL,184921,Elétrico,VERDE
6a28142b33475ebfa502599a,LEAPMOTORS B10 H-HI AUT. (ELETRICO),26/27,VW CARBEL - ARTHUR.CARBEL,165075,Elétrico,ROXO
6a281fd17d4196483b277a66,EQUINOX ACTIV AT (PEE),25/26,GM NOVO RUMO,258990,Gasolina,PRATA
6a281fd27d4196483b277a67,EQUINOX ACTIV AT (PEE),25/26,GM NOVO RUMO,258990,Gasolina,PRATA
6a281fd37d4196483b277a68,EQUINOX RS AT (PEH),25/26,GM NOVO RUMO,256400,Gasolina,PRETO
6a281fd37d4196483b277a69,EQUINOX RS AT (PEH),25/26,GM NOVO RUMO,256400,Gasolina,PRETO
6a281fd47d4196483b277a6a,ONIX SEDAN PLUS LT TURBO AT (R8H),25/26,GM NOVO RUMO,112500,Flex,PRATA
6a281fd47d4196483b277a6b,ONIX SEDAN PLUS LT TURBO AT (R8H),25/26,GM NOVO RUMO,112500,Flex,PRATA
6a28468a6fcadcc207c1b826,GEELY EX2 PRÓ SIP 95CV (ELETRICO),26/26,GEELY GLOBO - DIOVANI.GEELY,120000,Elétrico,PRATA
6a2969e8ed7d31a7c2fb8d12,S10 HIGHCOUNTRY (R7U),26/26,CHEVROLET ZACARIAS,290000,Diesel,BRANCO
6a296a1eed7d31a7c2fb8d13,S10 HIGHCOUNTRY (R7U),26/26,CHEVROLET ZACARIAS,290000,Diesel,CINZA TOPAZIO
6a296a5af9666968eec68695,S10 HIGHCOUNTRY (R7U),26/26,CHEVROLET ZACARIAS,290000,Diesel,PRETO OURO NEGRO
6a2973ef990f4b1d8bb5936f,TRACKER LTZ TURBO AT (R8F),26/26,GM JORLAN - SABRINA.BRA,148990,Flex,AZUL BOREAL
6a297b277d6c4362103b2daa,ONIX HATCH LOG MT (A5F),26/26,GM PLANETA - RENATO.PLANETA,89158,Flex,AZUL BOREAL
6a297b287d6c4362103b2dab,ONIX HATCH LOG MT (A5F),26/26,GM PLANETA - RENATO.PLANETA,89964,Flex,BRANCO SUMMIT
6a297b287d6c4362103b2dac,ONIX HATCH LOG MT (A5F),26/26,GM PLANETA - RENATO.PLANETA,90601,Flex,CINZA DRAKE
6a297b297d6c4362103b2dad,ONIX HATCH LOG MT (A5F),26/26,GM PLANETA - RENATO.PLANETA,90601,Flex,PRATA SHARK
6a297b297d6c4362103b2dae,ONIX HATCH LOG MT (A5F),26/26,GM PLANETA - RENATO.PLANETA,90601,Flex,PRETO OURO NEGRO
6a297b2a7d6c4362103b2daf,ONIX HATCH LOG MT (A5F),26/26,GM PLANETA - RENATO.PLANETA,90601,Flex,VERMELHO SCARLET
6a297b2a7d6c4362103b2db0,ONIX HATCH MT ASPIRADO (R7J),26/26,GM PLANETA - RENATO.PLANETA,84476,Flex,AZUL BOREAL
6a297b2b7d6c4362103b2db1,ONIX HATCH MT ASPIRADO (R7J),26/26,GM PLANETA - RENATO.PLANETA,85264,Flex,BRANCO SUMMIT
6a297b2c7d6c4362103b2db2,ONIX HATCH MT ASPIRADO (R7J),26/26,GM PLANETA - RENATO.PLANETA,85886,Flex,CINZA DRAKE
6a297b2c7d6c4362103b2db3,ONIX HATCH MT ASPIRADO (R7J),26/26,GM PLANETA - RENATO.PLANETA,85886,Flex,PRATA SHARK
6a297b2d7d6c4362103b2db4,ONIX HATCH MT ASPIRADO (R7J),26/26,GM PLANETA - RENATO.PLANETA,85886,Flex,PRETO OURO NEGRO
6a297b2d7d6c4362103b2db5,ONIX HATCH MT ASPIRADO (R7J),26/26,GM PLANETA - RENATO.PLANETA,85886,Flex,VERMELHO SCARLET
